,batch,urls
58,2560-2799,https://austin.craigslist.org/cto/d/2008-toyota-sequoia-limited/6573802106.html
59,2560-2799,https://austin.craigslist.org/cto/d/04-jeep-wr-6cyl-auto-4x4/6567447046.html
60,2560-2799,https://austin.craigslist.org/ctd/d/2014-freightliner-cascadia/6579652484.html
61,2560-2799,https://austin.craigslist.org/ctd/d/2017-ford-super-duty-250-fsrw/6579651417.html
62,2560-2799,https://austin.craigslist.org/cto/d/ford-sport-trac/6569475126.html
63,2560-2799,https://austin.craigslist.org/ctd/d/2017-ford-super-duty-250/6579647687.html
64,2560-2799,https://austin.craigslist.org/cto/d/2011-bmw-128i/6579641251.html
65,2560-2799,https://austin.craigslist.org/ctd/d/2007-chevrolet-avalanche-lt/6579645604.html
66,2560-2799,https://austin.craigslist.org/cto/d/2009-bmw-335i/6566700680.html
67,2560-2799,https://austin.craigslist.org/cto/d/2010-mazda-3-25-dependable/6579637854.html
68,2560-2799,https://austin.craigslist.org/ctd/d/2008-toyota-camry-le-reliable/6579641654.html
69,2560-2799,https://austin.craigslist.org/cto/d/nissan-pathfinder-2005/6557960677.html
70,2560-2799,https://austin.craigslist.org/cto/d/2008-pt-cruiser-very-good-to/6579636688.html
71,2560-2799,https://austin.craigslist.org/cto/d/2009-pontiac-g3-that-needs/6574318766.html
72,2560-2799,https://austin.craigslist.org/cto/d/toyota-avalon-limited/6575763353.html
73,2560-2799,https://austin.craigslist.org/cto/d/2004-jeep-wrangler-tj/6579634950.html
74,2560-2799,https://austin.craigslist.org/ctd/d/2009-focus-se-only-37k-miles/6579639334.html
75,2560-2799,https://austin.craigslist.org/cto/d/dodge-truck/6570241559.html
76,2560-2799,https://austin.craigslist.org/cto/d/2010-chrysler-300/6579633816.html
77,2560-2799,https://austin.craigslist.org/cto/d/2006-volvo-s60/6579633434.html
78,2560-2799,https://austin.craigslist.org/cto/d/2013-dodge-caravan/6579633089.html
79,2560-2799,https://austin.craigslist.org/cto/d/2008-honda-fit-sport/6579632604.html
80,2560-2799,https://austin.craigslist.org/ctd/d/2008-lincoln-mkx-may/6579637366.html
81,2560-2799,https://austin.craigslist.org/cto/d/1977-chevy-nova/6557501904.html
82,2560-2799,https://austin.craigslist.org/cto/d/2005-toyota-corolla-le-drives/6579631389.html
83,2560-2799,https://austin.craigslist.org/cto/d/2004-lexus-gx-7900/6579630826.html
84,2560-2799,https://austin.craigslist.org/cto/d/2014-toyota-corolla/6579629794.html
85,2560-2799,https://austin.craigslist.org/cto/d/2011-corvette-low-miles/6553441571.html
86,2560-2799,https://austin.craigslist.org/cto/d/2015-dodge-dart-sxt-touch/6561245135.html
87,2560-2799,https://austin.craigslist.org/cto/d/2015-volkswagen-jetta-tsi/6554044291.html
88,2560-2799,https://austin.craigslist.org/cto/d/2007-volkswagen-rabbit-one/6566288014.html
89,2560-2799,https://austin.craigslist.org/cto/d/2011-nissan-juke-charcoal/6579623762.html
90,2560-2799,https://austin.craigslist.org/cto/d/2007-ford-150/6579587159.html
91,2560-2799,https://austin.craigslist.org/cto/d/2000-chevy-truck-620hp-reduced/6567540112.html
92,2560-2799,https://austin.craigslist.org/cto/d/2008-ford-150-xl-work-truck/6579621737.html
93,2560-2799,https://austin.craigslist.org/cto/d/1956-ford-fairlane/6575208227.html
94,2560-2799,https://austin.craigslist.org/cto/d/1956-chevrolet-dually-3600/6574508906.html
95,2560-2799,https://austin.craigslist.org/ctd/d/2013-jeep-grand-cherokee/6579625313.html
96,2560-2799,https://austin.craigslist.org/ctd/d/2013-chevrolet-suburban-lt/6579624992.html
97,2560-2799,https://austin.craigslist.org/ctd/d/2011-ford-explorer-limited/6579624759.html
98,2560-2799,https://austin.craigslist.org/ctd/d/2011-chrysler-300-series/6579624414.html
99,2560-2799,https://austin.craigslist.org/cto/d/2001-bmw-m3-6-speedmiles-25000/6579618702.html
100,2560-2799,https://austin.craigslist.org/cto/d/2001-volkswagen-cabrio/6579618851.html
101,2560-2799,https://austin.craigslist.org/ctd/d/2017-chevrolet-silverado-1500/6579623497.html
102,2560-2799,https://austin.craigslist.org/ctd/d/2008-infiniti-g35-journey/6579623330.html
103,2560-2799,https://austin.craigslist.org/ctd/d/2015-dodge-charger-t/6579623153.html
104,2560-2799,https://austin.craigslist.org/ctd/d/2008-cadillac-cts-rwd-1sa/6579623090.html
105,2560-2799,https://austin.craigslist.org/cto/d/dodge-charger-2013/6552416782.html
106,2560-2799,https://austin.craigslist.org/ctd/d/2007-toyota-rav4/6579622477.html
107,2560-2799,https://austin.craigslist.org/ctd/d/2013-dodge-avenger-leather-bt/6579622165.html
108,2560-2799,https://austin.craigslist.org/cto/d/nissan-300zx-1984-project/6553798660.html
109,2560-2799,https://austin.craigslist.org/cto/d/2008-chevrolet-malibu-ltz/6579615552.html
110,2560-2799,https://austin.craigslist.org/cto/d/09-dodge-charger/6552165900.html
111,2560-2799,https://austin.craigslist.org/cto/d/clean-rare-2008-bmw-128i/6579612645.html
112,2560-2799,https://austin.craigslist.org/cto/d/2010-gnesis-coupe/6579612300.html
113,2560-2799,https://austin.craigslist.org/cto/d/subaru-outback-legacy-1999/6579610474.html
114,2560-2799,https://austin.craigslist.org/cto/d/2016-stehl-tow-dolly-with/6579609994.html
115,2560-2799,https://austin.craigslist.org/cto/d/2002-cadillac-deville-79k/6572731376.html
116,2560-2799,https://austin.craigslist.org/cto/d/stock-2006-honda-s2000-ap2/6575638289.html
117,2560-2799,https://austin.craigslist.org/cto/d/2003-jeep-liberty/6567180980.html
118,2560-2799,https://austin.craigslist.org/cto/d/2000-pontiac-grand-prix/6577594442.html
119,2560-2799,https://austin.craigslist.org/ctd/d/hyundai-elantra-800-towards/6579613288.html
120,2560-2799,https://austin.craigslist.org/cto/d/2013-infiniti-g37x-29k/6579591694.html
121,2560-2799,https://austin.craigslist.org/cto/d/2009-chevrolet-malibu-ltz/6569491179.html
122,2560-2799,https://austin.craigslist.org/ctd/d/your-job-is-your-credit-we/6579612609.html
123,2560-2799,https://austin.craigslist.org/cto/d/2002-jaguar-xk8-convertible/6577366924.html
124,2560-2799,https://austin.craigslist.org/cto/d/2000-dodge-1500-sport-4x4/6563222963.html
125,2560-2799,https://austin.craigslist.org/ctd/d/today-drive-off-today-call/6579611512.html
126,2560-2799,https://austin.craigslist.org/cto/d/2006-chevrolet-malibu/6579605865.html
127,2560-2799,https://austin.craigslist.org/cto/d/trade-1981-refurbished-jeep/6579577646.html
128,2560-2799,https://austin.craigslist.org/ctd/d/bad-credit-no-credit-we/6579608386.html
129,2560-2799,https://austin.craigslist.org/cto/d/2008-acura-mdx-loaded-118k/6579603333.html
130,2560-2799,https://austin.craigslist.org/cto/d/2009-subaru-tribeca-limited/6577591785.html
131,2560-2799,https://austin.craigslist.org/ctd/d/we-finance-1000-today-drive/6579607298.html
132,2560-2799,https://austin.craigslist.org/ctd/d/friday-special-800-towards/6579606515.html
133,2560-2799,https://austin.craigslist.org/cto/d/2000-chevrolet-malibu/6579599282.html
134,2560-2799,https://austin.craigslist.org/cto/d/2007-toyota-camry/6579599229.html
135,2560-2799,https://austin.craigslist.org/ctd/d/2014-fiat-500e-battery/6579601576.html
136,2560-2799,https://austin.craigslist.org/cto/d/2003-ford-expedition-super/6579596180.html
137,2560-2799,https://austin.craigslist.org/cto/d/infiniti-i30t/6579593623.html
138,2560-2799,https://austin.craigslist.org/cto/d/2002-toyota-sequoia/6579592923.html
139,2560-2799,https://austin.craigslist.org/cto/d/2002-4rrunervsport/6573037585.html
140,2560-2799,https://austin.craigslist.org/cto/d/acura-tsx2008/6572011974.html
141,2560-2799,https://austin.craigslist.org/cto/d/1963-chevy-10-frame-off/6559577033.html
142,2560-2799,https://austin.craigslist.org/cto/d/l-gmc-sierra-1500-crew-cab/6571133779.html
143,2560-2799,https://austin.craigslist.org/cto/d/2006-chrysler-300c-srt8/6572660736.html
144,2560-2799,https://austin.craigslist.org/ctd/d/2011-chevrolet-cruze-may/6579592606.html
145,2560-2799,https://austin.craigslist.org/cto/d/2003-toyota-camry/6579586614.html
146,2560-2799,https://austin.craigslist.org/cto/d/2003-taurus-one-owner/6579586286.html
147,2560-2799,https://austin.craigslist.org/cto/d/2009-chevy-silverado-ltz-crew/6566411960.html
148,2560-2799,https://austin.craigslist.org/cto/d/2008-dodge-ram-quad-cab-160k/6572034483.html
149,2560-2799,https://austin.craigslist.org/cto/d/1950-ford-pick-up-1/6577611261.html
150,2560-2799,https://austin.craigslist.org/cto/d/2006-toyota-4runner-3-rows-v6/6572033722.html
151,2560-2799,https://austin.craigslist.org/cto/d/ford-model-touring-car-1922/6568248449.html
152,2560-2799,https://austin.craigslist.org/cto/d/2011-toyota-tacoma-4x4-lifted/6572053540.html
153,2560-2799,https://austin.craigslist.org/cto/d/2004-ford-150-crew-cab-46l-v8/6563424829.html
154,2560-2799,https://austin.craigslist.org/cto/d/2004-nissan-titan-crew-cab/6579580644.html
155,2560-2799,https://austin.craigslist.org/cto/d/1992-toyota-sprinter-trueno/6560823278.html
156,2560-2799,https://austin.craigslist.org/cto/d/ford-f150-lariat-ecoboost/6568320465.html
157,2560-2799,https://austin.craigslist.org/cto/d/tahoe-ltz-clean-car-fax/6576663378.html
158,2560-2799,https://austin.craigslist.org/cto/d/mercedes-benz-glk-350-clean/6579577199.html
159,2560-2799,https://austin.craigslist.org/cto/d/2009-toyota-prius-1-owner/6579535105.html
160,2560-2799,https://austin.craigslist.org/cto/d/2006-toyota-avalon-5500/6552514635.html
161,2560-2799,https://austin.craigslist.org/cto/d/2005-toyota-highlander-awd/6579568938.html
162,2560-2799,https://austin.craigslist.org/cto/d/2005-infiniti-g35/6572067183.html
163,2560-2799,https://austin.craigslist.org/cto/d/2004-lexus-gx-7900/6571645355.html
164,2560-2799,https://austin.craigslist.org/cto/d/2000-lincoln-towncar-22inch/6579572184.html
165,2560-2799,https://austin.craigslist.org/cto/d/2011-ford-expedition-limited/6579571677.html
166,2560-2799,https://austin.craigslist.org/cto/d/utility-trailer-car-hauler/6579554267.html
167,2560-2799,https://austin.craigslist.org/cto/d/2007-infiniti-g35-coupe/6564485037.html
168,2560-2799,https://austin.craigslist.org/cto/d/2012-honda-civic/6574181995.html
169,2560-2799,https://austin.craigslist.org/cto/d/2007-hyundai-sonata/6575307148.html
170,2560-2799,https://austin.craigslist.org/cto/d/2009-nissan-versa/6577527467.html
171,2560-2799,https://austin.craigslist.org/cto/d/2011-toyota-highlander-limited/6577075205.html
172,2560-2799,https://austin.craigslist.org/cto/d/2016-hyundai-veloster-8990/6551852573.html
173,2560-2799,https://austin.craigslist.org/cto/d/2014-cadillac-ats-25l-black/6579563083.html
174,2560-2799,https://austin.craigslist.org/cto/d/1949-dodge-2-dr-coupe/6553141107.html
175,2560-2799,https://austin.craigslist.org/cto/d/1966-dodge-charger-factory/6579561762.html
176,2560-2799,https://austin.craigslist.org/cto/d/2013-chevrolet-silverado/6561032610.html
177,2560-2799,https://austin.craigslist.org/ctd/d/2017-subaru-crosstrek-20i/6579564381.html
178,2560-2799,https://austin.craigslist.org/ctd/d/2014-vw-jetta-low-miles/6579564119.html
179,2560-2799,https://austin.craigslist.org/ctd/d/2009-buick-lucerne-cxl-low/6579563737.html
180,2560-2799,https://austin.craigslist.org/ctd/d/2015-dodge-ram-low-miles/6579563427.html
181,2560-2799,https://austin.craigslist.org/ctd/d/2013-ford-escape-low-miles/6579563133.html
182,2560-2799,https://austin.craigslist.org/ctd/d/2006-nissan-armada/6579562653.html
183,2560-2799,https://austin.craigslist.org/cto/d/2002-ford-f150-xlt-supercrew/6579558130.html
184,2560-2799,https://austin.craigslist.org/ctd/d/2011-subaru-outback-premium/6579560314.html
185,2560-2799,https://austin.craigslist.org/cto/d/chevrolet-cruze-2016/6568744845.html
186,2560-2799,https://austin.craigslist.org/ctd/d/2005-gmc-sierrawd-sle-crew/6579557796.html
187,2560-2799,https://austin.craigslist.org/cto/d/toyota-yaris-2010/6571801673.html
188,2560-2799,https://austin.craigslist.org/cto/d/2004-honda-cr-lx/6579538291.html
189,2560-2799,https://austin.craigslist.org/cto/d/06-toyota-sienna-clean/6579552456.html
190,2560-2799,https://austin.craigslist.org/cto/d/2013-mazda-mazda3-sv-1-owner/6579538757.html
191,2560-2799,https://austin.craigslist.org/ctd/d/2007-honda-element-sc/6579555596.html
192,2560-2799,https://austin.craigslist.org/cto/d/1999-toyota-camry-le-great-car/6579535349.html
193,2560-2799,https://austin.craigslist.org/cto/d/2004-saturn-vue-5-spd-clean/6579536258.html
194,2560-2799,https://austin.craigslist.org/ctd/d/2013-toyota-camry-le/6579551900.html
195,2560-2799,https://austin.craigslist.org/cto/d/2017-toyota-corolla-le-1k/6579546993.html
196,2560-2799,https://austin.craigslist.org/cto/d/ford-150-xlt-90k-mikes/6565763456.html
197,2560-2799,https://austin.craigslist.org/ctd/d/2009-cadillac-escalade/6579547806.html
198,2560-2799,https://austin.craigslist.org/cto/d/honda-crx/6574396313.html
199,2560-2799,https://austin.craigslist.org/cto/d/volkswagen-bora/6574428886.html
200,2560-2799,https://austin.craigslist.org/cto/d/2011-chevrolet-cruze-ls-94k/6579542452.html
201,2560-2799,https://austin.craigslist.org/cto/d/1973-buick-riviera/6563900230.html
202,2560-2799,https://austin.craigslist.org/cto/d/dexton-young-thief-ty-auto/6570366930.html
203,2560-2799,https://austin.craigslist.org/cto/d/ttl-scam/6573629608.html
204,2560-2799,https://austin.craigslist.org/ctd/d/2013-chevrolet-silverado-2500/6579541037.html
205,2560-2799,https://austin.craigslist.org/cto/d/2009-toyota-prius-touring-1/6579535812.html
206,2560-2799,https://austin.craigslist.org/cto/d/1986-corvette/6579535292.html
207,2560-2799,https://austin.craigslist.org/cto/d/2011-ford-edge-sel-4dr/6568453773.html
208,2560-2799,https://austin.craigslist.org/cto/d/1998-mitsubishi-eclipse-gs-6/6570639830.html
209,2560-2799,https://austin.craigslist.org/cto/d/2011-buick-regal-cxl/6571068350.html
210,2560-2799,https://austin.craigslist.org/ctd/d/2012-toyota-tundra-limited/6579528451.html
211,2560-2799,https://austin.craigslist.org/cto/d/diesel-will-take-best-offer/6553389809.html
212,2560-2799,https://austin.craigslist.org/cto/d/2002-jetta-tdi-motor-runs-but/6553388565.html
213,2560-2799,https://austin.craigslist.org/cto/d/09-impala-lt-chevy-impala-lt/6579521303.html
214,2560-2799,https://austin.craigslist.org/cto/d/toyota-camry-le-toyota-camry/6579520957.html
215,2560-2799,https://austin.craigslist.org/ctd/d/2009-honda-accord-ex/6579525137.html
216,2560-2799,https://austin.craigslist.org/cto/d/vw-jetta-super-clean/6579519280.html
217,2560-2799,https://austin.craigslist.org/cto/d/2010-jeep-wrangler/6571031957.html
218,2560-2799,https://austin.craigslist.org/cto/d/2006-audi-a4-quattro-low-miles/6563422834.html
219,2560-2799,https://austin.craigslist.org/cto/d/car-hauler-tow-dolly-2012/6579513762.html
220,2560-2799,https://austin.craigslist.org/cto/d/2014-maxima/6559543938.html
221,2560-2799,https://austin.craigslist.org/cto/d/2003-toyota-corolla/6577121715.html
222,2560-2799,https://austin.craigslist.org/cto/d/1976-sheriff-raymond-frank/6579511669.html
223,2560-2799,https://austin.craigslist.org/cto/d/2013-hyundai-genesis-coupe-6/6570073537.html
224,2560-2799,https://austin.craigslist.org/cto/d/2000-buick-lesabre-limited/6579510104.html
225,2560-2799,https://austin.craigslist.org/cto/d/gmc-sierra-single-cab-short/6560400187.html
226,2560-2799,https://austin.craigslist.org/cto/d/06-vw-jetta-tdi-sunroof/6579509861.html
227,2560-2799,https://austin.craigslist.org/cto/d/2005-chevy-tahoe-lt-4x4-107k/6579505942.html
228,2560-2799,https://austin.craigslist.org/cto/d/2006-dodge-ram-3500-diesel/6579505411.html
229,2560-2799,https://austin.craigslist.org/cto/d/2007-ford-150-harley-davidson/6579504026.html
230,2560-2799,https://austin.craigslist.org/cto/d/1962-chevy-short-stepside-pu/6579502585.html
231,2560-2799,https://austin.craigslist.org/cto/d/2014-z71-gmc-sierra-1500/6563065155.html
232,2560-2799,https://austin.craigslist.org/ctd/d/2008-toyota-highlander-base/6579504303.html
233,2560-2799,https://austin.craigslist.org/cto/d/1961-gmc-longbed-jimmy/6559785958.html
234,2560-2799,https://austin.craigslist.org/cto/d/2006-toyota-camry/6567851295.html
235,2560-2799,https://austin.craigslist.org/ctd/d/2011-volkswagen-gti-black/6579498162.html
236,2560-2799,https://austin.craigslist.org/cto/d/2001-bmw-325i/6579493334.html
237,2560-2799,https://austin.craigslist.org/ctd/d/2014-ford-focus-white-low/6579496262.html
238,2560-2799,https://austin.craigslist.org/cto/d/2009-honda-cr/6574807209.html
239,2560-2799,https://austin.craigslist.org/ctd/d/2017-hyundai-santa-fe-sport/6579496036.html
